timestamp, user-agent
Fri Feb 06 2015 22:35:14 GMT-0500 (EST),Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML  like Gecko) Chrome/40.0.2214.111 Safari/537.36
Fri Feb 06 2015 22:35:14 GMT-0500 (EST),Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML  like Gecko) Chrome/40.0.2214.111 Safari/537.36
Fri Feb 06 2015 22:36:00 GMT-0500 (EST),Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML  like Gecko) Chrome/40.0.2214.111 Safari/537.36
Fri Feb 06 2015 22:36:00 GMT-0500 (EST),Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML  like Gecko) Chrome/40.0.2214.111 Safari/537.36
Fri Feb 06 2015 22:42:01 GMT-0500 (EST),Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML  like Gecko) Chrome/40.0.2214.111 Safari/537.36
Fri Feb 06 2015 22:42:01 GMT-0500 (EST),Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML  like Gecko) Chrome/40.0.2214.111 Safari/537.36
Fri Feb 06 2015 22:42:21 GMT-0500 (EST),Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/40.0.2214.111 Safari/537.36
Fri Feb 06 2015 22:42:21 GMT-0500 (EST),Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/40.0.2214.111 Safari/537.36
